ID,Current_Location,Current_Local_ID,Sex,Birth_Date,Sire,Dam,Birth_Type,Event_Type,Date,Location
2673,MEMPHIS,19M042,Male,16/Dec/2016,2649,2638,"Captive
Birth/Hatch",Birth/Hatch,16/Dec/2016,MOODY
,,,,,,,,Transfer,30/Jan/2018,PUEBLO
,,,,,,,,Transfer,04/Nov/2019,MEMPHIS
2674,PROSPECTP,P18009,Female,16/Dec/2016,2649,2638,Captive Birth/Hatch,Birth/Hatch,16/Dec/2016,MOODY
,,,,,,,,Transfer,26/Apr/2018,PROSPECTP
2675,CHICAGOBR,7506,Undetermined,03/Nov/2016,2631,2626,Captive Birth/Hatch,Birth/Hatch,03/Nov/2016,CHICAGOBR
,,,,,,,,Death,09/Nov/2016,CHICAGOBR
2676,PHILADELP,105322,Male,03/Nov/2016,2631,2626,Captive Birth/Hatch,Birth/Hatch,03/Nov/2016,CHICAGOBR
,,,,,,,,Transfer,26/Oct/2017,PHILADELP
2677,OMAHA,24709,Female,18/Jan/2017,2496,2502,Captive Birth/Hatch,Birth/Hatch,18/Jan/2017,DUKE PRIM
,,,,,,,,Transfer,14/Sep/2017,OMAHA
2678,DUKE PRIM,266,Female,18/Jan/2017,2496,2502,"Captive
Birth/Hatch",Birth/Hatch,18/Jan/2017,DUKE PRIM
,,,,,,,,Death,19/Jan/2017,DUKE PRIM
2679,DULUTH,100503,Female,05/Feb/2017,2639,2642,Captive Birth/Hatch,Birth/Hatch,05/Feb/2017,COLUMBUS
,,,,,,,,Transfer,11/Jul/2019,DULUTH
2680,COLUMBUS,217010,Undetermined,05/Feb/2017,2639,2642,"Captive
Birth/Hatch",Birth/Hatch,05/Feb/2017,COLUMBUS
,,,,,,,,Death,05/Feb/2017,COLUMBUS
2681,CHICAGOLP,23782,Male,01/Mar/2017,2646,2637,Captive Birth/Hatch,Birth/Hatch,01/Mar/2017,CHICAGOLP
,,,,,,,,Death,28/Mar/2017,CHICAGOLP
2682,BLOOMINGT,M19007,Male,08/Aug/2017,2634,2654,"Captive
Birth/Hatch",Birth/Hatch,08/Aug/2017,LITTLEROC
,,,,,,,,Transfer,14/Feb/2019,BLOOMINGT
2683,MEMPHIS,10M021,Female,08/Aug/2017,2634,2654,Captive Birth/Hatch,Birth/Hatch,08/Aug/2017,LITTLEROC
,,,,,,,,Transfer,14/May/2019,MEMPHIS
2684,CHICAGOLP,23921,Undetermined,28/Nov/2017,2646,2637,"Captive
Birth/Hatch",Birth/Hatch,28/Nov/2017,CHICAGOLP
,,,,,,,,Death,30/Nov/2017,CHICAGOLP
2685,DULUTH,100504,Male,28/Nov/2017,2646,2637,"Captive
Birth/Hatch",Birth/Hatch,28/Nov/2017,CHICAGOLP
,,,,,,,,Transfer,11/Jul/2019,DULUTH
2686,COLUMBUS,218073,Male,27/May/2018,2639,2659,Captive Birth/Hatch,Birth/Hatch,27/May/2018,COLUMBUS
,,,,,,,,Death,04/Jun/2018,COLUMBUS
2687,COLUMBUS,218074,Male,27/May/2018,2639,2659,Captive Birth/Hatch,Birth/Hatch,27/May/2018,COLUMBUS
,,,,,,,,Death,27/May/2018,COLUMBUS
2688,SANDIEGOZ,1000071,Undetermined,31/Jan/2019,2653,2607,Captive Birth/Hatch,Birth/Hatch,31/Jan/2019,SANDIEGOZ
,,,,,,,,Death,31/Jan/2019,SANDIEGOZ
2689,CLEVELAND,200616,Male,28/May/2019,2639,2659,Captive Birth/Hatch,Birth/Hatch,28/May/2019,COLUMBUS
,,,,,,,,Transfer,25/Jun/2020,CLEVELAND
2690,CLEVELAND,200617,Male,28/May/2019,2639,2659,"Captive
Birth/Hatch",Birth/Hatch,28/May/2019,COLUMBUS
,,,,,,,,Transfer,25/Jun/2020,CLEVELAND
2691,AKRON,102059,Undetermined,16/May/2019,2667,2608,Captive Birth/Hatch,Birth/Hatch,16/May/2019,AKRON
,,,,,,,,Death,16/May/2019,AKRON
2692,MEMPHIS,23127,Undetermined,25/Sep/2010,2415,2416,"Captive
Birth/Hatch",Birth/Hatch,25/Sep/2010,MEMPHIS
,,,,,,,,Death,25/Sep/2010,MEMPHIS
2693,NY BRONX,M10186,Male,06/Dec/2010,2417,2423,Captive Birth/Hatch,Birth/Hatch,06/Dec/2010,NY BRONX
,,,,,,,,Death,06/Dec/2010,NY BRONX
2694,MEMPHIS,23128,Undetermined,27/Sep/2010,2415,2416,"Captive
Birth/Hatch",Birth/Hatch,27/Sep/2010,MEMPHIS
,,,,,,,,Death,27/Sep/2010,MEMPHIS
2695,AKRON,100653,Undetermined,20/Nov/2008,2408,2400,Captive Birth/Hatch,Birth/Hatch,20/Nov/2008,AKRON
,,,,,,,,Death,21/Nov/2008,AKRON
2696,AKRON,100507,Male,03/Apr/2008,2408,2400,"Captive
Birth/Hatch",Birth/Hatch,03/Apr/2008,AKRON
,,,,,,,,Death,03/Apr/2008,AKRON
2697,AKRON,100508,Female,03/Apr/2008,2408,2400,Captive Birth/Hatch,Birth/Hatch,03/Apr/2008,AKRON
,,,,,,,,Death,03/Apr/2008,AKRON
2698,AKRON,100423,Undetermined,15/Jun/2007,2408,2400,Captive Birth/Hatch,Birth/Hatch,15/Jun/2007,AKRON
,,,,,,,,Death,16/Jun/2007,AKRON
2699,AKRON,100424,Undetermined,15/Jun/2007,2408,2400,Captive Birth/Hatch,Birth/Hatch,15/Jun/2007,AKRON
,,,,,,,,Death,16/Jun/2007,AKRON
2700,PUEBLO,M27025,Undetermined,21/Apr/2007,1125,1124,Captive Birth/Hatch,Birth/Hatch,21/Apr/2007,PUEBLO
,,,,,,,,Death,23/Apr/2007,PUEBLO
2701,PUEBLO,M27024,Undetermined,21/Apr/2007,1125,1124,Captive Birth/Hatch,Birth/Hatch,21/Apr/2007,PUEBLO
,,,,,,,,Death,23/Apr/2007,PUEBLO
2702,PUEBLO,M27023,Undetermined,21/Apr/2007,1125,1124,Captive Birth/Hatch,Birth/Hatch,21/Apr/2007,PUEBLO
,,,,,,,,Death,21/Apr/2007,PUEBLO
2703,CLEVELAND,M51212,Undetermined,24/Dec/2005,1138,2413,Captive Birth/Hatch,Birth/Hatch,24/Dec/2005,CLEVELAND
,,,,,,,,Death,24/Dec/2005,CLEVELAND
2704,CLEVELAND,M51211,Undetermined,24/Dec/2005,1138,2413,"Captive
Birth/Hatch",Birth/Hatch,24/Dec/2005,CLEVELAND
,,,,,,,,Death,24/Dec/2005,CLEVELAND
2705,MOODY,9229,Male,16/Jan/2020,2649,2630,Captive Birth/Hatch,Birth/Hatch,16/Jan/2020,MOODY
,,,,,,,,Death,02/Feb/2020,MOODY
2706,NY BRONX,M20006,Undetermined,11/Mar/2020,2623,2640,"Captive
Birth/Hatch",Birth/Hatch,11/Mar/2020,NY BRONX
,,,,,,,,Death,11/Mar/2020,NY BRONX
2707,CHICAGOBR,9545,Female,26/Aug/2020,2631,2626,Captive Birth/Hatch,Birth/Hatch,26/Aug/2020,CHICAGOBR
2708,CHICAGOBR,9546,Female,26/Aug/2020,2631,2626,Captive Birth/Hatch,Birth/Hatch,26/Aug/2020,CHICAGOBR
2709,EVANSVLLE,120029,Undetermined,27/Oct/2020,2641,2502,"Captive
Birth/Hatch",Birth/Hatch,27/Oct/2020,EVANSVLLE
,,,,,,,,Death,29/Oct/2020,EVANSVLLE
2710,MOODY,9458,Male,04/Dec/2020,2649,2638,Captive Birth/Hatch,Birth/Hatch,04/Dec/2020,MOODY
,,,,,,,,Death,06/Feb/2021,MOODY
2711,COLUMBUS,221002,Undetermined,25/Feb/2021,2639,2642,"Captive
Birth/Hatch",Birth/Hatch,25/Feb/2021,COLUMBUS
2712,NY BRONX,M21014,Female,"~ from
11/Mar/2021 to 12/Mar/2021",2623,2640,Captive Birth/Hatch,Birth/Hatch,"~ from
11/Mar/2021 to 12/Mar/2021",NY BRONX
,,,,,,,,Death,23/Mar/2021,NY BRONX
2713,NY BRONX,M21015,Male,~ from 11/Mar/2021 to 12/Mar/2021,2623,2640,Captive Birth/Hatch,Birth/Hatch,~ from 11/Mar/2021 to 12/Mar/2021,NY BRONX
